,source,target,source_gptzero,source_detectgpt,target_gptzero,target_detectgpt
282,"We were going to see a movie that started at 9:40pm. The 2 of us got to Bar Louie at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even stopped to get our order.  I tried stopping a waitress but was told 'this isn't my table'.  Finally the waiter took our order.  1 Sam Adams light bottle, and one Pineapple Juice+Vodka.  After about 15minutes another waiter (maybe the manager I don't know) asked if we had been waited on. We said yes, and told him we had been waiting.  He left, and another (different) waitress came to bring us our drinks.. they were wrong.. My date was given vodka on the rocks. and I was given a Sam Adams.. \nThey took these back, and another 10 minutes before the correct order was served.. We told them to bring another round and the check.  It was 20 minutes before they returned.. and they forgot the check.\n\nBy this time we had to go to be on time for the movie.. my date asked for the check again so we could leave.. finally they brought it and I gave him my card, when he came back we signed it and left in a hurry to catch the movie.\n\nfor 2 bottle beers, and 2 pineapple juice + vodka I was charged $31.03. I didn't have time to complain or ask. I won't be going back."," We had plans to catch a movie at 9:40 pm, so we arrived at Bar Louie at 8:30 pm. After waiting for nearly 30 minutes, our order was taken. We received the wrong drinks twice before finally getting our correct order. We ended up quickly paying $31.03 for our drinks before rushing off to the movies.",1,1,0,1
283,Food was ok. Waitress was a huge air head. Waited 25 min for my $7.00 beer. Only got it after I reminded her. It is just another disappointing chain restaurant disguised as a local commodity.," The food was average, though not particularly memorable. The waitress seemed to be absent-minded, and it took her 25 minutes to deliver my $7 beer, which only arrived after I reminded her. This restaurant may claim to be local, but it felt just like any other disappointing chain establishment.",1,1,0,1
284,"Although I wouldn't  travel out of my way to have dinner here, this is a resturant that I enjoy having a meal at, when I am in the Homestead water front. On all of my visits here I have enjoyed the tempura shrimp. The dipping sauce are to die for.  I've found myself craveing the tempura shrimp, and the accompanying sauces. \n\nThe first time I ever had dinner here was as a birthday dinner with me and my big sister. So this resturant has sentimental value to me. I attach eating here to having a special night out in the Waterfront. \n\nBar Louie has some very flavorful and fun dishes for bar food, that is."," Even though I wouldn't purposely plan a trip here for dinner, I definitely find myself enjoying the food at this restaurant, particularly when I'm down by the Homestead waterfront. The tempura shrimp is always a highlight of my meal, along with the delicious dipping sauces. From the very first time I dined here with my sister for my birthday, this place has held a special place in my heart as a go-to for a fun night out.",1,1,0,1
285,When the ratio to wait staff to diners is 3:1 you'd think you could get service!!!\n\nNothing erks me more then seeing idol wait staff and hungry patrons. I very rarely walk out of a restaurant with out having eaten first. I came here on Saturday ay 6pm. Almost none of the diners had food on their table and many of them didn't have drinks in the 15 minutes I was there I counted 9 waitress again I counted 9 waitresses and not a one of them came over to our table to get even a drink order. Just from the looks of it I could tell staying any longer would be a total train wreck. So after 15 minutes of waitress counting we left with empty bellies.," Despite a 3:1 ratio of wait staff to diners, the service at this restaurant was disappointing. It frustrated me to see servers standing around while hungry customers waited for food. I visited on a Saturday at 6pm, and in the 15 minutes I was there, not a single waitress approached our table to take our drink order or even acknowledge our presence. Seeing the chaos around us, we decided to leave without eating.",1,1,0,1
286,"I came here last night to get a few appetizers before a movie, and was hoping to be able to write a review on the food. Unfortunately, I cannot because the service was so bad that I left before I had the chance to order. We found seats at the bar behind the taps. After sitting there for 5 minutes and not being acknowledged, we thought that they might not be able to see us, and so we moved to a different pair of seats in the middle of the bar, grabbing a few menus on the way so we would be ready to order. It was fairly busy, but it is not like there were people standing at the bar trying to get drinks - everyone was seated and I'm sure they face much busier times. We sat in our new seats for almost 15 minutes (I timed it - I am not exaggerating), and were not even acknowledged. You would at least think the bartender would acknowledge us and tell us he would be with us when he could, but despite staring him down almost the whole time, we could not even make eye contact. I hope this is a fluke but will probably not be back to find out."," My visit to this establishment was plagued with terrible service which prevented me from experiencing the food or drinks. We took our seats at the bar and attempted to order, but after being ignored for 15 minutes we decided to leave. Despite the bar being busy, it was still unacceptable to not receive any recognition from the staff.",0,1,0,1
287,"The absolute worst service I have ever had at any bar or restaraunt.  And, in looking at other reviews, I am not the first.  There are many options at the Waterfront, and I would suggest you try any of them; but stay far away from this place!"," I've had the most terrible experience with this bar or restaurant, and it seems that I'm not alone with my assessment based on other reviews. The Waterfront has a variety of options, and I would advise you to avoid this particular spot and try something else.",0,1,0,1
288,"I've eaten just once, mostly I go for drinks. Nice, lively place, nice outdoor seating for the summer and fall.\nDrinks are good, service is good.\nLocation is great as well, right across the movie theater."," I usually just have drinks but have eaten once. The outdoor seating is lovely in the summer and fall, and it's a lively place. The service and drinks are great, and it's conveniently located across from the movie theater.",1,1,1,1
289,$1 burger night on Tuesday. Add ons more.," Join us for $1 burger night every Tuesday, with endless add-ons to customize your perfect burger.",1,1,0,1
290,"It was the first time that I went to this location.  We sat outside and it was a beautiful night.  I had the BBQ Burger with fries.  For the price of the burger I expected something much better.  It was a very thin burger when it came to the meat.  As a whole it looked large but that was only because of what they piled on top of it.  In addition, their drinks are expensive!  Just one cocktail could run between $10-$12 and they aren't very large.  Our waitress spent more time talking to her friends at the next table than actually tending to our needs.  There are enough restaurants at the Waterfront that I don't know that I will come back here."," The outdoor seating area was lovely and it was my first time dining at this restaurant. I opted for the BBQ Burger with a side of fries but was disappointed with the size of the patty given the high price. Despite looking large due to the toppings piled on top, the meat was quite thin. The drinks were also expensive, with a single cocktail costing between $10-$12 and not very generously portioned. Moreover, our waitress seemed to be more interested in chatting with her friends at the next table than taking care of us. There are plenty of other dining options at the Waterfront and I'm not sure I'll be returning to this particular spot.",0,1,0,1
291,"I personally enjoyed my recent visit to Bar Louie with a friend but completely understand the poor reviews on help. The restaurant is pricey for what it is, and our waitress was a bit lackluster.\n\nSo why does Bar Louie get 3 stars? Happy Hour and a nice patio!\n\nHappy Hour is on Monday-Friday from 4-7pm and offers lots of different options -- $3 Drafts, $4 Wines, $5 Martinis, and 1/2 Price Select Appetizers and Flatbreads. My friend and I ordered 4 Martinis and 3 Appetizers between the 2 of us, and our bill was less than $40 total. Not bad!\n\nI ordered a Strawberry Peach Bellini and a S'Mores Martini, and both were tasty. We shared Bruschetta Pomodoro, Spinach & Artichoke Dip, and Roasted Vegetable Flatbread. The food was also good, and I would order all three items again in the future.\n\nMy recommendation is to understand what Bar Louie is good at (Happy Hour) and only frequent the restaurant at those times!"," Despite the underwhelming service and high prices at Bar Louie, I still had a good time during my recent visit. However, I can see how the negative reviews are warranted. The redeeming factor for me was the incredible Happy Hour deals and the lovely outdoor seating area. I highly suggest taking advantage of Happy Hour to get the most out of your experience at Bar Louie.",0,1,0,1
292,"This is one of those places where the presentation is nice, but the taste is too ordinary. Friends and I went here for happy hour (starting at 5pm). They claimed to have $1 draft, $5 mixed drinks, and half off appetizers. When we got there, we realized the happy hour special only applies to certain items, so pretty much the discount was pointless. We ended up spending a fortune on beer and mediocre appetizers. \n\nI only had appetizers here so I can't really judge them for their entr\u00e9es, but I will rate according to my eating/drinking experience.  I got the spinach artichoke dip. It was a little runny and the dip to chips ratio was disappointing. For a dip, it had way too many obstacles built in to it. I don't know what they did with the artichoke, but it was super fibrous...I felt like I was chewing grass. \n\nOverall, I would not recommend this place unless you have money to make it rain. Food was way too average for the high price."," The ambience of this place was delightful, however, the taste of the cuisine was ordinary. We went there for happy hour and they had advertised discounts on drinks and appetizers. But, on reaching there, we realized the offer was limited to a few items only, which was pointless. All we got were expensive beers and average food. I can only comment on the appetizers, and they were not great. ",0,1,0,1
293,"Servers are chatting, not paying attention to tables. I can see my salad is ready at the window. Worst serves ever."," The servers are so engrossed in their conversation that they fail to notice the customers waiting for their attention. I can they see my salad sitting at the window, ready to be served. This is definitely not the best service I've had.",1,1,0,1
294,"Meh, I just don't see the appeal Bar Louis has to Pittsburghers. I guess this particular restaurant benefits from people who work at the Waterfront stopping in after a shift. It's always packed. Being so close to the AMC theater, they get traffic before and after movies. \n\nIt's expensive, the food is so so. Before I get ahead of myself, I had the BBQ ranch chicken salad without chicken. The BBQ ranch dressing was very good, but it's very easy to duplicate at home. It's equal parts ranch dressing and KC Masterpiece hickory BBQ sauce and a drop or two of Worcestershire and a drop of franks hot sauce. \n\nTuesday is dollar burgers 5 until midnight, daily drink and happy hour selections, but even that's not enough to get me here. Skip it. One caveat for this location, free parking. At Station Square's location you gotta pay to park the jalopy.\n\nI'm eager to see if this place sees a huge drop in business when Burgatory opens across the street."," I just can't seem to wrap my head around why Bar Louis is such a popular spot for Pittsburgh locals. It seems that many people who work at the Waterfront stop by after a shift, and being so close to the AMC theater, they attract pre and post-movie crowds. However, the food is just okay, and it's quite pricey. I tried the BBQ ranch chicken salad sans chicken, and while the BBQ ranch dressing was good, it's easily replicated at home. They do have daily drink and happy hour specials, as well as dollar burgers on Tuesdays until midnight, but that's not enough to bring me back. The one perk of this location is that parking is free.",1,1,0,1
295,"I am normally a Bar Louie Fan - my husband and I LOVE the one in Tampa.  This location needs a lot of work.  We went on a Friday evening before a show at the Improv.  We were looking to meet up with friends and have drinks and a quick bite to eat.  We never got to the food part because of the level of service that we received.  We got there at about 6:40/6:45 so Happy Hour was wrapping up, but I would say that the bar was not even 3/4 full.  There were also plenty of empty tables.  This should have been our sign to run in the opposite direction.  But we grabbed a table.  I am not a clock watcher, so I am not sure how long it took us to get a server but it was at least 5-7 minutes.  Then we got our drinks at 7:04.  The only reason that I know is because I was looking at my phone because my husband and I wanted to get some apps ordered before the end of Happy Hour.  That went out the window.  When our friends for there; they ordered drinks.  We finished them and left.  The server was nice, that is not the issue.  The issue was how GROSSLY UNDERSTAFFED they were.  They had two bartenders on (I think) and not nearly enough cocktail servers.  The server apologized for the wait on the drinks, but explained it away with \""this happens at the end of happy hour because the bar get swamped\"".  That is a sign that you need more staff.  I have never had this happen at any other bar before.  Get more staff.  We ended up passing up on food because we were worried about time, not the fact that we did not get HH pricing.  Even though, in my opinion, they should have honored HH pricing since we were ready to order food at 7:50/7:55.  We ended up going to the Improv and got food there.  Bar Louie lost a great deal of my money because their lack of staffing and they will never get our Pittsburgh business again or our friends who live there."," Although my husband and I love the Bar Louie in Tampa, the Pittsburgh location was a different story. We visited on a Friday evening before a show at the Improv, looking to grab drinks and appetizers with friends. Unfortunately, the slow service prevented us from ordering any food. Despite the server's pleasant demeanor, a lack of staffing made it difficult for us to fully enjoy our experience. Bar Louie needs to improve its staff for future Pittsburgh patrons.",1,1,1,1
296,"We stopped here to enjoy a drink before our movie. Our server, was friendly. My husband had a margarita and my server suggested a berry mojito to me.\nBoth drinks were overly sweet and barely any alcohol.  After I finished my drink, I used my fork to dig for the blackberries at the bottom only to find (to my disgust), a decent sized piece of clear saran wrap! Ugg! Did they muddle the mint into the saran wrap?!!! She comped the drink but we won't be back.\nCan't speak about the food since we didn't have any but atmosphere was loud and it was difficult to have a conversation without repeating yourself."," Our stop for pre-movie drinks was decent, but not without issue. Our server was friendly and recommended a berry mojito for me, which was overly sweet and lacked alcohol. My husband's margarita suffered from the same issues. To add insult to injury, my drink had a piece of clear saran wrap at the bottom. Our server did comp my drink, but the experience left us hesitant to return. We cannot comment on the food, but the atmosphere was loud and made conversation difficult. ",1,1,1,1
297,"I can't even review this place. We sat ourselves and waited for a waitress to take our order, and we waited and waited until we got tired and just left. And I have to be clear it was a Saturday afternoon, maybe like 10 tables with people at them and I saw 3 waitress walking around. I think it's probably a bad idea to ignore people that come into your restaurant, especially since burgatory just opened across the street."," It's impossible for me to provide a review for this establishment. Despite the fact that only 10 tables were occupied and there were three waitresses present, we were ignored when we seated ourselves and waited to place an order. Frustrated, we eventually left. It's certainly not wise to neglect customers, especially when there is competition nearby.",0,1,0,1
298,The food was okay. The noise level--with 10 people in a huge room--deafening. Awful acoustics!, The food was average. The room was so big and crowded with ten people that the noise level was unbearable. The acoustics of the place were terrible.,1,1,1,1
299,Food is Shitty probably would be good if they had a cook that knew how to cook it correctly.  Staff is ok no complaints drinks are good as well, The quality of food at this place is poor and could be improved with a skilled chef. The staff is satisfactory and the drinks are decent. ,1,1,0,1
300,"Eh, this place was okay but it was sort of a weird crowd/overall experience for a Saturday night.\n\nBobby and I came here after dinner and sat up at the bar. Tip: if you sit behind the taps, no one will bother to acknowledge you exist. When we moved seats, we were finally asked what we would like to drink after waiting for 5+ minutes in our original seats. It wasn't all that busy, either. Most of the people sitting at the bar were a bit older than we were. It seems that Bar Louie is trying too hard to be trendy with the decor/neon blue lighting/extensive martini list. Maybe I'm just salty about the wait."," The ambiance and crowd at this place were a bit off, making it an average experience for a Saturday night. Bobby and I took seats at the bar, but the bartenders seemed to overlook us until we moved. Despite not being packed, it took them over 5 minutes to come over to our original seats. The people around us seemed to be of an older demographic, and the decor was overly trendy with neon blue lights and too many drink options. Perhaps I just had a bad taste in my mouth from the wait. ",0,1,0,1
301,Really the only thing good about this place is the happy hour. No one wants to pay $8 for a glass of wine that is a short pour and bottom quality., The sole redeeming factor of this establishment is its happy hour. Customers are not willing to shell out $8 for a poorly poured and subpar glass of wine.,0,1,0,1
302,"I don't frequent Bar Louie, and I really don't plan to change that any time soon. I've eaten here and stopped in for drinks a couple times over the years and I just haven't been super impressed by the place.\n\nThe food has been decent - a few years back I splurged on an enormous fried chicken sandwich and definitely enjoyed it, glutton that I am - but their meals and appetizers alike have admittedly never \""wowed\"" me. And while I enjoy their cocktails and would consider stopping in just for drinks more often, the problem is that things are way overpriced here. Even during the happy hour drinks are pretty costly, not to mention that I think most of the drinks I personally like don't qualify for the happy hour discount, which is disappointing. Once I stopped in with friends after a movie and one drink cost me $10 here. Not even a large one, either! Sorry, but I find that to be kind of ridiculous, especially since there's cheaper places to get drinks in the area.\n\nStill, the food and drinks are definitely a-ok albeit overpriced, so this place would be rated 3 stars in my mind IF I could hear myself think when I eat here. But good Lord, they're just so loud! I always leave with a sore throat from yelling to make myself heard. Not cool, Bar Louie. Not cool.\n\nSo while the food and drinks are fine enough the loud venue and prices mean that this is definitely not one of my favorite places - and given the other options we have at the Waterfront I don't expect to be back in any time soon."," Although I have visited Bar Louie a few times over the years, I do not plan on becoming a regular anytime soon. While the food is decent and I have enjoyed some of the cocktails, I find the prices to be quite high, even during happy hour. Furthermore, the loud atmosphere makes it hard to carry on a conversation. Given the other options available in the area, I don't see myself returning to Bar Louie anytime soon.",1,1,0,1
303,"My sons a and I came for Tuesday Dollar Burger Night. You can gat a \""burger\"" (beef, chicken, portabella, or turkey) in a bun with lettuce for a buck. Then you can add toppings to complete your burger at a small cost-cheese 75 cents, veggies 50 cents, Artery Cloggers 75 cents, sauce 25 cents. Those are the headings and they have items listed under them-like 9 different cheeses. You can also get a basket of tots or fries for a small price as well. \nMy burger was $2.25 after I added toppings. Is it the best burger I've ever had? No. But is it the best $2.25 burger I've ever had?  Yes. It's kind if a Russian roulette as to how your burger will come to you cooked. Mine was well done and one if my son's burger had pink in the middle. We probably could have sent it back but we don't mind a little pink. \nI love the tater tots!  They are crispy and have the right amount of salt. Yummy!!\nOur server was great and we'll definitely be back."," My family and I went to Dollar Burger Night on Tuesday. For just one measly buck, you can get a beef, chicken, portabella, or turkey burger with lettuce, and then add toppings for a small additional cost. They have a variety of items you can choose from, like 9 different cheeses, veggies, and sauces. You can also grab a basket of tots or fries for a discounted price. My burger came to $2.25 with toppings, and while it may not have been the best burger I've ever had, it was definitely the best $2.25 burger I've ever had! Cooked to order, my burger was well done, and my son's had a bit of pink, which we didn't mind. Additionally, their tater tots are amazing - crispy with the perfect amount of salt. Our server was fantastic as well, and we'll definitely be returning!",1,1,0,1
304,Great environment at night! Songs going on very lively!! The food of my friends who ordered burger and fried shrimps was not that great. But I ordered chicken flatbread which was really delicious! Absolutely loved it  will definitely go here again just for the flatbreads," The vibrant atmosphere at night is truly amazing! The songs playing in the background really add to the liveliness of the place. However, my friends who ordered the burger and fried shrimps were a bit disappointed with the food. On the other hand, I ordered the chicken flatbread and it was simply delicious! The taste was so good that I would definitely come back here just for the flatbread.",1,1,0,1
305,"I'm not into waterparks as much as I am into amusement parks.  I go to Sandcastle maybe once a year.  But my Chicago friend Catherine came in to visit for the weekend and after a day at the zoo, we donned our swimsuits and came here.  The main part of the park is closed in the evenings, but the Sandbar and the Sandbar Pool and the Hot Tub remain open for the 21 and over set.  The Sandbar has a great menu of food and drinks and has a $6.00 cover charge to get in.  Occasionally there's live entertainment.\n\nIt's hard to believe that before they built this place, it was the site of an abandoned steel mill.  Actually, it was the railroad yard for the nearby Homestead Works.  But after site-clearing and clean-up, they turned it into a beautiful place to spend a warm day or nice evening.  The view across the Mon is quite beautiful with a wooded hillside on the other side.  There's even a boat dock, so you can arrive by river if you desire.\n\nI'm glad I renewed my acquaintance with this place and hopefully, I'll get another chance to come back."," While I prefer amusement parks to waterparks, I do visit Sandcastle once a year. My friend from Chicago, Catherine, visited me for the weekend and we decided to spend a day at the zoo followed by an evening at Sandbar. Although the main part of the park closes in the evenings, the Sandbar and the Sandbar Pool as well as the Hot Tub remain open for guests above 21 years of age. The Sandbar has an exceptional food and drinks menu and a cover charge of $6.00. Live entertainment is offered occasionally.",0,1,1,1
306,"It's fun, but not as fun as Kennywood. The boardwalk food is a bit too far from the wave pool and that makes for a lot of shoes on/shoes off events. The lazy river could be much better. I did like the water slides and the Potato Patch fries, as well as the scenic location."," Although enjoyable, it's not quite as thrilling as Kennywood. The food options on the boardwalk are situated too far away from the wave pool, resulting in frequent footwear changes. The lazy river leaves room for improvement. On the bright side, the water slides were great and the scenic surroundings were beautiful. Let's not forget the delicious Potato Patch fries!",1,1,1,1
307,"Sandcastle is a mixed bag for the kiddos.  On the one hand, there are plenty of waterslides/pools that are a good fit for young \""riders\"", on the other hand, Sandcastle, like any city amusement park, attracts more than its fair share of highschool kids looking to spend some time away from their parents and assert their personhood.  \n\nUnfortunately that element doesn't particularly care about \""censoring\"" speech for 9 year old ears, and worse, in the Mon Tsunami, about personal space, since the wave pool becomes a near mosh pit of jostling and strutting and shoving and 'showing off' for the fairer sex, and that can be a little dicey for the littler kids.\n\nHaving said that, it's still a good day at the park. . . cheese fries, a cool dip in the pool on a hot day, some fun slides. . . \n\nI think in rating Sandcastle fairly you have to understand the context of the park.  It is NOT policed particularly effectively.  if you take small children you have to be a diligent parent and be aware of your surroundings, paying attention to the group of 17 somethings thrashing around in your near vicinity, \""accidentally\"" bumping into people for a reaction from their group.  \n\nMOSTLY it's a good time.  Mostly."," Sandcastle can be a bit of a mixed experience for children. While there are plenty of waterslides and pools for young riders, the park also attracts high school kids who are trying to assert their independence. Unfortunately, these teens are not always considerate of younger visitors and they can be loud and rowdy. If you come to Sandcastle with small children, you need to be vigilant and aware of your surroundings. Though, despite these challenges, it can still be a fun day at the park with plenty of cool dips and exciting slides.",1,1,0,1
308,"So the last time I went to a water park was probably when I was in elementary school and didn't really know how to swim (... I still kinda don't. lol). Anyway, it was in California at Raging Rivers and it was a traumatizing experience. Screaming & being tossed around in the pool that pushes periodic waves at the sound of a loud horn and ending up with scraped knees and feet. Not fun.\n\nSo to say the least, I was a bit nervous coming to this water park afraid to have another episode of feeling I was being drowned. Luckily that did not happen.\n\nI seriously had SO MUCH fun here! I honestly was only expecting to go on the Lazy River pool all day but with my bf, we hit up so many rides... tandem AND single rides! I feel like such a big girl now! Definitely lean back while you're on those single donuts on the water rides, or else you feel like you're going to flip over while swishing down the tubes. The new dragon ride they just opened up was okay. I was expecting it to be so much more fun, but literally you just slide down a dark tube into a circular room where you just slowly swirl your way down the middle hole and that was it. \n\nThere was this one ride where you slide down the tubes for a few seconds, then you land into a pool where a worker pushes you into another tube and this continues about 3 times. It was weird. Kinda awkward with the worker having to grab you and push you through. Although it was still fun. The last dude threw me in backwards! Scared the crap out of me but it was fun :)\n\nThe food here is surprisingly pretty affordable. Plus, who wants to eat a huge meal while in your swim suit. Me don't want no pot belly. \n\nOverall I had such a fun time here. It definitely made me rethink my fear of water parks. By the way, we went on a Saturday in early June and it wasn't as packed as I thought it would be! So the lines weren't long at all. Also, go to Giant Eagle to purchase your discounted tickets. You save a few bucks versus buying them at the water park. Oh and don't forget to bring sandals while walking around. Your feet will literally feel like they're burning from the ground. Now go off and have some fun! :)"," My last visit to a water park was back when I was a kid, and I was afraid of water. It took place at California's Raging Rivers, and was a traumatic experience. I got scraped knees and feet, not to mention tossed around and screamed at in the pool that generated periodic waves. So, when I came to a water park again, I was already nervous about reliving that experience. Fortunately, I had a fantastic time and went on so many rides with my boyfriend, including tandem and single rides. I no longer felt like a scared kid and had a blast!",1,1,0,1
309,"okay, so it's not as fun as kennywood but i guess it's still cool... \n\ni planned ahead a day to go for me & bobby (his first time) it was supposed to be nice day, but the weather changed in 2 weeks.. \n\nwe picked a nice time.. since it was literally supposed to rain all day, there werent any long lines/ we literally rode every water slide in one hour. then we went to head to the lazy river--- & it was closed! they said it was closed due to not enough attendence, but i mean come on. we still paid $70 for 2 people to come in this park where i just rode everything in one hour.. keep the lazy river open so i can kill an hour! aah. the cliff hanger was also closed- like always. \n\nso we just went and rode everything again. the Dragon's Den is sweet and the blue tubaluba is as well. bobby had a blast on the speed slides. i have to admit though, i do miss the regular body slide. \n\nanother reason i chose august 3rd to go to sandcastle was that the park was open until 7pm rather than 5 or 6 like regular days. well actually at 4:45 we recieved a \""15 minute warning\"" that the park was closing at 5 due to rain. ugh, a little more time would've been helpful. \n\ni couldnt hear the warning and asked an employee who said they were closing in ten minutes due to the weather and being under-staffed to stay open until 7. it started to rain at 5 and literally at 5:20 the rain was over . the park could've just shut down the rides until the rain cloud passed,  but due to being under-staffed would rather hand out rain checks.. which is fine because we get an another entire day, but i mean it would be a terrible inconvience from someone out of town who planned a family day. \n\noverall, the smile on my boyfriend's face was priceless, but i truly wish we could've enjoyed the lazy river and the park until 7. hopefully next time things go as planned...."," Even though it wasn't as exciting as Kennywood, I still had a good time at Sandcastle. I went with my friend Bobby, who had never been before. We planned to go on a day when the weather was supposed to be nice, but it ended up raining. We went anyway and were able to ride every water slide without having to wait in long lines. Unfortunately, the lazy river was closed that day, despite the fact that we paid $70 for two tickets. However, we still had a great time riding every slide twice. The park closed early because of the rain, which was inconvenient, but we did get rain checks for another day. ",1,1,0,1
310,"Sandcastle Water Park in P-Burgh was just \""okay\"" for me. I really think that this place is geared towards children more so than adults or \""family\"" because there isn't much fun here for people older than 16. The water slides here were lacking. There were very few of them and the majority of them are boring. The last time I was there (not too long ago) there weren't any extremely modern slides like a tornado slide, so they really have some updating to do. \n\nThey do have an \""adult pool\"" and bar area but it was so packed that it was hard to actually have fun in this area. The pool is very small, similar to one you'd find at a hotel chain. It has a hot tub area but it sits about 8 adults max. and people were fighting tooth and nail to get in. It wasn't too impressive to me. \n\nThey also have a lazy river at this park and, while I do enjoy lazy rivers, this one was so packed that it was hard to breathe. People kept bumping into me and touching me and it made me grossed out. \n\nThe one attraction that I did enjoy was the wave pool. It was crowded as well but large enough to fit everybody comfortably. The water was nice and clean (a big plus) and the wave action was strong. I could have stayed in there for the entire time we were at the park.\n\nOverall, this place is just mediocre. It doesn't \""wow\"" me very much but if you live in the area, have kids, and are looking for somewhere to go in the summer other than the mall, it'll provide them with a lot of fun."," Sandcastle Water Park in P-Burgh is a decent place for families with young children, but not much fun for adults. The water slides lack excitement, and modern slides are needed to liven things up. The adult pool and bar area was overcrowded, and the rest of the park was packed with people. The wave pool was the highlight of the park, with clean water and strong waves.",0,1,0,1
311,"For some reason, I had a tremendous amount of anxiety about buying a new mattress. Maybe I was just self-conscious about rolling around on a bunch of beds in a public place. \n\nABD Mattress quickly alleviated any idiotic fears I may have had. The store was empty when I arrived on a Monday afternoon and I was attended to immediately and never felt pressured. ABD has a great selection of mattresses, and the prices cannot be beat. I picked up a full plush pillow-top mattress for a cool $375 (without a box spring or a frame, since I already had one). Better yet? Delivery is free AND prompt. You pick a three-hour timeframe, and the store will call you on the day of delivery to narrow it to a one-hour slot so you're not sitting around all afternoon."," Despite my anxiety about buying a new mattress, ABD Mattress quickly put my mind at ease. I was impressed by their selection of mattresses and unbeatable prices. When I arrived, the store was empty and I received immediate attention without feeling pressured. Best of all, their free and prompt delivery service allowed me to choose a convenient time slot and avoid waiting around all day.",1,1,0,1
312,"I'm a mattress buying novice. I also hate buying things that require you to try-before-you-buy. I also seem to give explanatory information about myself before reviews. Anyway. \n\nI had a lot of anxiousness about buying a mattress. If it's terrible, you'll be spending a large proportion of your life in misery until you fix the problem. Who wants that? Especially for something that can be as expensive as a mattress? \n\nThese people were great. They patiently answered all of my mattress questions and treated me like a valued customer - both times I called, the man on the phone remembered my name (and number!) and took care of me. When I failed to buy a box spring (why oh why did I think I could go without a box spring??) they were able to take care of me over the phone and get me a box spring in the SAME day. Within hours, even. They even helped me set up the mattress that I DIDN'T purchase from them, which blew me away. \n\nTheir professionalism and friendliness are excellent. I will recommend them to everyone who's in the market for a mattress, especially students, because their student deals are fantastic."," As someone who is inexperienced in buying mattresses and dislikes the idea of trying before buying, I was quite apprehensive about making a purchase. A bad mattress can ruin your sleep and cause discomfort for an extended period. Moreover, given their high prices, it's important to make the right choice. However, the people at the store were amazing. They were patient in answering all my queries and made me feel valued. Each time I called, the person on the other end remembered my name and address, which was really nice. They went out of their way to help me even when I failed to buy a box spring that was required. Their professionalism and friendliness were impeccable, and I strongly recommend them to anyone looking to buy a mattress, particularly students.",1,1,0,1
313,"Great customer service.  I was in Pittsburgh for business and needed a car to get back to the airport.  I found these guys on Yelp, and the reviews were not wrong.  It was easy to order the car and pick-up was prompt."," Incredible customer service! During my business trip to Pittsburgh, I required a ride to the airport. After finding these guys on Yelp, I can say that the reviews were spot on. It was a piece of cake to reserve the car, and pickup was punctual.",0,0,0,1
314,"Other people may have had a better experience with this company but that was not the case for us.  We had rented a limo/bus for a bachelor party.  Our driver Scott, was completely clueless in navigating the city. Constantly making wrong turns and missing exits. All of this after very thorough instruction as to where to go. Each destination took 3-4 times longer to reach due to his incompetence. This caused us to have to skip a couple of our originally planned stops. After returning to the bus after one of our stops we were informed by Scott that the police had come onto the bus and searched it with dogs. Really?!??!  Why??!!  How??!!  We found that our bags had been rifled through and we all felt a little violated and confused. By this point we decided to call it a night. More than half of our passengers didn't care to step back onto the bus and took cabs home. \n\nJust when we thought the worst was over we were wrong. As we enter the highway we realize that Scott has driven all the way up the ramp and onto the highway going THE WRONG WAY!!!  He starts slowly reversing down the ramp while oncoming cars honk and swerve all around us!  Truly terrifying. After that, we were very upset and just wanted to get home. So after several more wrong turns we finally get home. Absolutely terrible night. \n\nSo if you'd like to book a party bus that will include a geographically blind driver, unecessary police involvement, a near death experience and just an overall sense of frustration mixed with panic then go with these guys. Otherwise, I would suggest staying far, far away!"," Our experience with this company was terrible. We had rented a party bus for a bachelor party, but our driver Scott was completely clueless in navigating the city. Despite our thorough instructions, he kept making wrong turns and missing exits. This caused us to have to skip some of our planned stops, and each destination took 3-4 times longer to reach due to his incompetence. To make matters worse, the police came onto the bus and searched it with dogs, rifling through our bags without explanation. At one point, Scott even drove the wrong way up a highway ramp, causing a near-death experience for our group.",1,1,0,1
