,source,target,source_gptzero,source_detectgpt,target_gptzero,target_detectgpt
227,"I go to Rock Bottom pretty often for dinner or their awesome beer, so I was really really excited to have my bridal shower there.  My maid of honor reserved the banquet room which was very nice and separated from the rest of the restaurant.  My MOH and mother said that the person they talked to about reservations and arrangements was wonderful and easy to get in touch with.  My shower was wonderful, the wait staff was great and kept everyone's glasses full.  It started pouring down rain and they let us stay a little longer so my gifts wouldn't get wet when taking them out to the car.  The only reason this place gets 4 stars is because we were not allowed to take our leftover food from the buffet home.  There was salmon, chicken, potatoes, and mac and cheese left over and they told us we couldn't box it up.  Not sure why- they can't re-serve it!  It would have just gone to waste!\n\nAlso, not at all related to the shower, their trivia night is super fun!","I frequently visit Rock Bottom for their amazing beer or dinner, so I was thrilled to have my bridal shower there. The banquet room my maid of honor reserved was excellent, and the person who handled the arrangements was great to work with, according to my mother and MOH. The wait staff was exceptional, and my guests' glasses were always filled. When it began to rain heavily, the staff allowed us to stay longer to avoid getting our gifts wet. Despite the extraordinary experience, I deduct one star since we were not allowed to take home the leftover food from the buffet, which included salmon, chicken, potatoes, and mac and cheese. The restaurant cannot reheat or serve the food to someone else, so it simply went to waste. As a side note, Rock Bottom's trivia night is a fantastic experience.",0,1,0,1
228,"I rarely give a business a superior rating, but I have to say my wife and I had one of the best dining experiences at the Rock Bottom Brewery.   The food was delicious,  the beer, every recipe sampled,  was amazing and the service was wonderful.  The staff made us feel like we were the most important guests in the restaurant. \n\nPlease support this business.  I guarantee you will not be disappointed.","It's not often that I give a business a top rating, but I must admit that my recent dining experience at the Rock Bottom Brewery was exceptional. Not only was the food delectable, but every type of beer we tried was outstanding, and the service was exceptional. The staff treated us like VIPs throughout our time there. \n\nI highly recommend this establishment and promise that you won't leave disappointed.",0,1,0,1
229,"I'm not much of a beer drinker, but my fiancee is a major enthusiast, so I agreed to tag along.  I'm glad I did!  Our waitress was very knowledgeable about the extensive house-brewed beer selection, and helped me to pick one I would love (the kolsch was very crisp, light, and drinkable.)  The food was standard pub fare with a twist, well-executed.  My burger was topped with onion petals and gorgonzola, and cooked to perfection.  The waitress recommended their macaroni and cheese for a side, which was definitely a good choice.  My only complaint is that most of the food was rather heavy, and I spent the rest of the night wallowing on the couch.  Not sure I would make the hour+ trip to Pittsburgh again, but if I found myself in the city, I may just stop by.","Though I am not an avid beer aficionado, my partner enjoys beer and I accompanied them. I was pleasantly surprised! Our server was quite knowledgeable about the wide selection of on-site brewed beer and helped me select a crisp and light kolsch. The pub food was standard but with a creative twist and excellently prepared. My burger was topped with gorgonzola and onion petals, and cooked to perfection. The waitress suggested I try the macaroni and cheese, which was a great side dish. The only downside was that most of the food was quite heavy, and I was left feeling stuffed and lethargic. While I might not make the long journey to Pittsburgh again, I would consider stopping in if I find myself in the area.",0,1,0,1
230,Came with my BF we started with the crab artichoke dip. It was very greasy and had virtually no crab. The wedge salad was good and crisp. I had the hazelnut crusted chicken. This has to be one of the worst dishes I've ever had it was like pancake syrup over breaded chicken. To finish the meal we had the homemade chocolate chip cookies served with hot fudge. Well there was no hot fudge it was chocolate syrup the ice cream was so crystallized from melting and re-freezing all around disappointing.,"I went to the restaurant with my boyfriend and we started off by ordering the crab artichoke dip. Unfortunately, it was very greasy and lacked any notable amount of crab. However, the wedge salad was fresh and delicious. For my main course, I ordered the hazelnut crusted chicken, but it ended up being one of the worst dishes I've ever tasted. It seemed like pancake syrup was poured over the breaded chicken. Lastly, we ordered the homemade chocolate chip cookies with hot fudge. Regrettably, the ""hot fudge"" turned out to be chocolate syrup and the ice cream was not great due to being melted and re-frozen. Overall, it was a disappointing experience.",1,1,0,1
231,"Tom and I decided to try this place out before catching a late movie on a Saturday night. He is a beer buff, and neither of us had ever been there, so we gave it a go.\n\nWe walked in around 8pm and we were told that there would be an hour long wait. We put our names on the list and went shopping around the area. About 25 minutes later, our table was ready. Parking was a cluster since the lot is shared with Dave & Busters and a karaoke bar called Sing Sing. Tom dropped me off at the door so I could secure our table.\n\nOur server, Jackie, approached me almost immediately and brought two waters to the table to start. She was very attentive and funny, and probably the best part of our experience at the restaurant. Tom ordered a Red Ale and to his surprise, didn't care for it. Jackie gave Tom three free samples of beers she thought he would like after talking to him about his beer drinking habits. He loved all three, and chose the most bizarre (and expensive) beer. Jackie switched the Red Ale to the beer of Tom's choice, and charged us for the less expensive beer. Very nice of her!\n\nWe started out with the Ball Park Pretzels with Jalapeno dip. The pretzels came out quickly and they were very fresh, not to mention huge! We only ate one and took the other to go. Very good app though! \n\nTom ordered some sort of bacon cheeseburger, and I got the Chicken Fried Chicken, which was a pounded chicken breast, breaded and fried, over white cheddar mashed potatoes with a side of gravy and some apple coleslaw.  Tom's burger came with a small handful of fries, and my meal was very spread out on my plate, like something was missing. Not very good presentation at all. The food itself was okay, nothing to write home about. The potatoes were my favorite part. Tom said that his burger was mediocre.\n\nAnother note: The bathrooms are shared with the Sing Sing karaoke bar that is in the same building, so expect drunk singing women in the bathrooms and brides-to-be puking in the stall next to you after enjoying too much alcohol at their bachelorette party... Yuck.\n\nOverall, we might come back for the beer and service, but not for the food. And DEFINITELY not to use the bathroom...","Tom and I decided to check out this restaurant before heading to a late movie on a Saturday night. Tom is a beer aficionado and we had never visited before so we thought we'd give it a shot. Upon arriving around 8pm, we were informed that we would have to wait for an hour. We added our names to the list and wandered around the neighborhood. To our surprise, our table was ready just 25 minutes later. The parking area was very crowded as the lot is shared with Dave & Busters and Sing Sing, a karaoke bar. Tom dropped me off at the door so I could reserve our table. 

Our server, Jackie, promptly appeared and provided us two glasses of water to begin. She was extremely attentive and amusing, and was definitely the highlight of our meal experience. Tom requested a Red Ale but was disappointed with it. Jackie suggested three different types of beer for Tom to sample based on his beer preferences. He enjoyed all three and chose the most unusual (i.e., expensive) beer. Since the cost of the Red Ale was less, Jackie replaced it with Tom's preferred beer and only charged us for the cheap beer. Very thoughtful of her! 

Our feast began with enormous Ball Park Pretzels with Jalapeno dip. The pretzels were served promptly, fresh, and were sizeable. We only ate one serving and took the other at home. It was a very good appetizer however! 

Tom ordered a bacon cheeseburger whereas I ordered the Chicken Fried Chicken, a chicken breast pounded, breaded, and fried, over white cheddar mashed potatoes with gravy on the side and an apple coleslaw. Tom's burger featured a few fries while my meal was broadly spread across my plate, looking like something was absent. The presentation was not visually pleasing. The food itself was alright, nothing notable. Among the components, mashed potatoes were my preferred part. According to Tom, his burger was average. 

One more thing: the restrooms are shared with Sing Sing, which is located within the same building. Hence, expect women singing drunkenly in the bathroom and brides-to-be vomiting in the adjacent stall after their bachelorette party. Yuck. 

All things considered, we may revisit for the amazing service and beer, but certainly not for the food. And ESPECIALLY not to use the restrooms...",0,1,1,1
232,I really miss the Northstar Amber but the specialty beers are always good.  Food is excellent and the service staff is friendly.,"Although I miss having the Northstar Amber, the other specialty brews are still impressive. The food is outstanding and the service team is welcoming.",1,1,1,1
233,"So after an evening of enjoying a comedy show at the Waterfront, we headed to Rock Bottom for some late night grub.  The place was pretty busy, we had to walk around the bar area for several minutes until a nice couple told us they were about to leave and we could have their bar table.  As nice as this was of them it was awkward standing over them as they finished their drinks paid their bill and left.  \n\nSo finally seated I look over the drinks and being the huge IPA lover that I am I went with that and it was indeed a good choice.  The hubby had the Red Ale which was also rather good.\n\nThe service was OK, not the best not the worst.  But moving on to more important thing, the food.  Talk about missing the mark hugely!  I ordered the mini street fish tacos.  You get four mini tacos with a marinated in lime piece of fish, and tomatillo salsa.  They were just strokes away from inedible.  I love fish tacos, I mean it is such a simple concept so why do people have such a hard time executing this dish? The shells were hard and literally split at the bottom when I picked them up.  The sour cream sprayed all over the plate only made them messy and the poor fish was just so overcooked.  If I wasn't so hungry I wouldn't have eaten them at all! Lesson learn on that.\n\nThe husband had the BBQ Chicken Pizza.  It had beans and corn with roasted red pepper on it along with some sour cream.  My husband is usually the type that will order these lovely specialty pizza's and ask for them to remove all the wonderful unique toppings!  For instance, he would usually just say, Chicken BBQ and cheese, nothing else!  I refused to let him do that this time, because I was really intrigued in the combination of ingredients on this pie.  And boy was I jealous when it came out.  It blew my crappy tacos out of the water!  Should have stuck with something simple.  \n\nFurthermore I could care less if I come back to this location.  The beers were good but hell you can get a decent IPA just about anywhere anymore.  And the underwhelming food sealed the deal.  I know this is a chain, but it still doesn't have to stink...","After attending a comedy show at the Waterfront, we decided to grab some late night food at Rock Bottom. The restaurant was packed, and we searched for a while until a friendly couple offered their table to us as they were leaving. However, it was awkward to stand over them until they finished their drinks and paid the bill. Finally seated, I ordered an IPA which was a good choice, and my husband had the Red Ale which was also delicious. The service was mediocre, but the quality of the food was a letdown. I ordered mini street fish tacos, but they were almost inedible. The shells were hard, and the fish was overcooked. On the other hand, my husband's BBQ Chicken Pizza was fantastic and had unique toppings like beans, corn, roasted red pepper, and sour cream. Although the beer was good, we were not impressed with the restaurant's food and service, and we probably won't visit again.",1,1,0,1
234,Another good meal ... this time the Housemade Meatloaf. It's a blend of turkey and sausage instead of the standard ground beef. A refreshing and delicious twist on a comfort food staple. Served over cheddar mashed and mixed veggies. The server could have behaved like she wanted to be there but everyone has a bad day once in awhile. Service was prompt just the same. Overall good experience.,"The Housemade Meatloaf was a delightful surprise, made with a combination of turkey and sausage instead of the usual ground beef. It was served over cheddar mashed potatoes and mixed vegetables, providing a refreshing and delicious twist to a classic comfort food. Although our server appeared to be having an off day, the service was prompt and we had an enjoyable dining experience overall.",1,1,0,1
235,"Poor service and food. I waited 20 minutes at the bar for someone to just acknowledge my presence. They finally brought my food out and left it without asking for me to pay.... So I had to wait an additional 15 minutes to find someone to pay. Yes, I had to TRY and give them money.\n\nOn to the important part... Food was terrible. I had a burger and it was pathetic.","The service and food were both disappointing. Despite waiting at the bar for 20 minutes, no one acknowledged me until my food was brought out, which they left without asking for payment. It took an additional 15 minutes to find someone to pay. As for the food, the burger was very unsatisfactory.",1,1,0,1
236,"Planned a surprise birthday party here for my wife and they did an amazing job helping to pull it off! Service was extremely helpful, professional, and on point all night. Lauren (one of the managers) was reliable and pleasant throughout the entire planning process. If anyone is looking to plan an event I would highly recommend Rock Bottom. Couldn't be happier!","I organized a surprise birthday celebration for my spouse at Rock Bottom, and they excelled in assisting to make it a success! The staff was exceptionally supportive, competent, and attentive the entire evening. Lauren, one of the managers, was dependable and cheerful during the entire planning phase. If you're thinking of planning an event, I strongly suggest Rock Bottom. I couldn't be more delighted!",0,1,0,1
237,"The staff here is very nice and the set up has TVs all around the family so enjoy mostly all sports, the music is nice and pretty mellow and the place is very spacey and the prices are pretty reasonable. And most importantly is the place seems to be kept clean at all times.","The employees are incredibly friendly, and the establishment boasts multiple TVs playing various sports that are perfect for families to enjoy. The ambiance is lovely, featuring relaxing music and a spacious layout. Moreover, the prices are quite reasonable, and the most vital aspect is that the place is always impeccably clean.",0,1,0,1
238,"Good food and large portions. I ordered the Veggie Burger for $8.50 and I loved it! It's one of the most unique veggie burgers I have ever had: a homemade patty of beans, rolled oats and veggies. The chipotle mayo really gave it that oomph. My burger was more than enough for me to handle and everything was worth the price. As for drinks, I'm a complete noob when it comes to beer but my friend ordered a tap and even from a small taste, I could tell it was very good quality beer. Bitter and sweet, with a slight tang. I rarely drink beer but i I'm going to, then might as well drink the best kind there is - fresh and microbrewed.\n\nNOTE: There aren't too many options for vegetarians. The veggie burger was pretty good and I'd recommend it, but other than that, there's also the veggie tacos, a few select appetizers, and a few salads from which to choose.","The food here is amazing with generous servings. I opted for the Veggie Burger priced at $8.50 and it did not disappoint! The patty was a unique blend of beans, rolled oats and vegetables made in-house. The chipotle mayo added an extra kick to the burger. I must say that the portion was more than enough for me and definitely worth the price. As for drinks, I'm not much of a beer drinker, however, my friend ordered from the tap and just a sip was enough to clue me in on the quality. The taste was a perfect balance of bitter and sweet with a tangy twist. Though limited, there are still good vegetarian options available such as the veggie tacos, selected appetizers and salads. I highly recommend trying the veggie burger here.",0,1,0,1
239,"The food is standard American fare--a bit overpriced in my mind--and the beers range from mediocre to very bad.  The K\u00f6lsch is the only decent beer of the bunch.  The service is good, but the wait for food or a table can be quite long (generally 20-30 minutes even for just beer and apps).  I've been to the one at the Denver airport as well, but I was stranded and had free meal tickets, so okay-but-nothing-special pizza from Rock Bottom it was.  Since it's a recognizable national chain, I think of places like this as more of a tourist brewery rather than a true Pittsburgh craft-brew experience.","The food and beer at this establishment are typical of American cuisine, but in my opinion, they are a little overpriced. Of all the beers offered, the K\u00f6lsch stands out as the only decent option. While the service is good, it can take a while to be seated or receive food (sometimes up to 30 minutes), even for just drinks or appetizers. I have visited a Rock Bottom location at the Denver airport while stranded and, while the pizza was okay, it didn't stand out as anything special. As a national chain, I consider places like this more of a destination for tourists looking for a generic brewery experience rather than a true Pittsburgh craft-brew adventure.",0,1,0,1
240,"The beer is good but the food is nothing to brag about at ALL. I've tried many things on the menu, and if you have developed a \""foodie\"" palate, don't even bother, because you will be very disappointed. If you feel comfortable with chain restaurants and their lack of innovative touch (which, nothing wrong with that!) you will most likely enjoy Rockbottom. The only entree I did enjoy were the lobster and shrimp enchiladas (minus the repulsive beans and rice) and the asiago crab dip as an appetizer. Otherwise, you are better off skipping it.","While the beer is decent, the same cannot be said for the food which is quite underwhelming. After trying out several items from their menu, I must say that food enthusiasts might not find anything particularly exciting here. However, if you don't mind the typical and conventional fare that most chain restaurants offer, then Rockbottom could be a good pick for you. Personally, the only dishes that piqued my interest were the lobster and shrimp enchiladas, and asiago crab dip - though I could do without the unappetizing beans and rice. In conclusion, unless those few dishes catch your fancy, it might be better to look for alternatives.",0,1,0,1
241,"Be careful. The servers can't pay attention to save their lives, and the management cares even less. I want to make sure people know how careless the management is, particularly Mark who seems to let his staff run around.","Please be cautious. The servers are not attentive enough and the management is neglectful. I wish to bring to light the negligence of management, especially Mark who seems to allow his employees to be reckless.",1,1,0,1
242,"This is  a \""Okay\"" place to eat.  The food is nothing special.  I guess what they have going for them is the beer.  Order the  Guacamole for the starter which was okay but for $8.50 and the portion was not worth it.  Rice (Cajun Taco) was not cooked well.  Would I go there again \""maybe\"".  If your into beer and watching the game, then yeah go there.","It's an average dining spot with decent food. The highlight here is their beer selection. The Guacamole starter is alright, although overpriced at $8.50 for the portion size. The Cajun Taco rice was cooked poorly. I might consider revisiting in the future, but it's not a definite. If you're a fan of beer and sports, it's worth checking out.",1,1,1,1
243,"Good club for a good laugh. High food prices (most comedy clubs are), 2 item min. The food was less than stellar. I wouldve enjoyed Burger King more. \n\nService was decent, I believe the waiters/waitresses could hustle a little more or the club should hire more waiters/waitresses. I get grouchy when my glass is sitting empty for more than 2 mins.","This comedy club is a great place to have a good time and laugh, although the food is quite expensive and requires a minimum purchase of two items. Unfortunately, the quality of the food did not meet my expectations and I would have preferred to eat at Burger King instead.

The service was satisfactory but I do think the servers could work a little faster, or perhaps the club should hire additional staff. My mood tends to sour when my glass remains empty for more than two minutes.",1,1,0,1
244,"They have good acts coming around here, and often give out free tickets, particularly ine summer. I've never actually paid full price for a ticket here. \n\nThe two-item minimum is bit bothersome to me though...I don't mind the requirement so much, but the quality isn't good and the prices are high. Our four items total came to about $30 (two appetizers and two beers) and the apps were really nothing to write home about and the servers aren't even very friendly. Also beware...they have a lot of rules here. They won't seat till the whole party is there; if you get dinner reservations everyone in the party HAS to order dinner, automatic gratuity added to the check, etc. etc.\n\nThe \""box office\"" is also weird...you get your tickets at this window complete with microphone and slide-under slot...then you walk into the club and the box office is completely open and the workers are just sitting right there, so I don't get the whole hoopla with the window.\n\nAll in all though, the seats are comfy enough, the atmosphere is pretty nice, and the acts are good.","This place is known for their good acts and friendly ticket giveaways during the summer. I've never paid full price for a ticket here. However, the two-item minimum requirement is a bit of a bother. The quality of the menu items is not up to par and the prices are too high. We ordered two appetizers and two beers which came to a total of $30. The servers were not very friendly and the rules here are strict. They have a seating policy where the whole party has to be present, everyone in the party has to order dinner if dinner reservations are made, and an automatic gratuity added to the check. The ticketing process is also strange. You get your tickets at a window with a microphone and slide-under slot, but the box office in the club is open and the workers are just sitting there. Despite these quirks, the seats are comfortable and the atmosphere is nice. Plus, the acts are definitely worth seeing.",0,1,0,1
245,"Came here to see Charlie Murphy. \nParking was nightmare. I would expect nothing less on a Saturday night.\nThe 15 minute wait to get inside was torture. They need to implement a system where if you purchased tickets in advance you don't have to wait outside. Once inside you we were seated pretty quickly.\nSeating is first come first serve.\n\nThe Server was pretty quick to take our orders. I misread the menu description and didn't realize my BBQ sandwich came \nwith cheese.  I don't eat cheese, and had send my order back. The waiter was gracious and returned with my modified order in about 15 minutes. I've never heard of throwing cheese pulled pork sandwich, maybe it's a northern thing. \nWe got our checks quickly, and without issue.","I came to see Charlie Murphy and parking was a nightmare, which was no surprise on a busy Saturday night. The 15-minute wait to get inside felt like torture, and it would be helpful to have a system in place where those who purchased tickets in advance don't have to wait outside. However, once we were inside, we were seated quickly in a first-come, first-serve basis. The server was efficient in taking our orders, but I didn't realize my BBQ sandwich came with cheese, which I don't eat. After sending my order back, the waiter graciously returned with my modified order in about 15 minutes. I've never heard of a cheese pulled pork sandwich before, maybe it's a northern thing. Thankfully, we received our checks quickly and without any issues.",1,1,0,1
246,"I'm HUGE SNL fan, so naturally if someone who's been in the cast is touring, I'll come here to see them. Some have been really great...Jim Breuer. Some have been (surprisingly) very bad....Tracy Morgan. But it's always been a pleasant experience at the venue.  There's not a bad seat in the house and it's small enough that you get to see and hear everything from the stage.  Beware if you sit in the very front, you KNOW what's going to happen!\n\nA couple downsides.... \n\nWaiting outside in a line in the dead of winter.  The lobby is so small you're forced to wait outside until the first show starts or the first show let's out.  And if you want a good seat, you may be waiting in line for a while.  BURR!\n\nThe two drink minimum. I kinda get why they do it, to make money, of course. But this means they jack up the prices of watered down drinks. Better to stick with beer and wine at these places. No frou frou drinks for me! \n\nAlso, as to be expected, the food's not that great. In a perfect foodie world, places that served food would make it fantastic! Since that's not going to happen, you just go into those places hoping for the best. I've never had anything great here. Nacho platter too many re fried beans, to little nacho's....annnnnd I'm out! \n\nSo what did we learn here? Good venue, stick to beer and wine and eat at a better restaurant beforehand. The talent is really what you're there for so, enjoy the show!","As a huge fan of SNL, I make it a priority to attend shows featuring past cast members. Some have been amazing, like Jim Breuer, while others have been surprisingly disappointing, like Tracy Morgan. Despite this, the venue itself always provides a great experience. There really isn't a bad seat in the house, and the small size ensures an intimate setting where you can enjoy everything happening on stage. Just be aware that if you sit in the very front, you may be in for a surprise! 

However, there are a couple of downsides to attending shows at this venue. Waiting outside in the dead of winter is no fun, and the small lobby means you may have to wait outside until the show starts or ends. Additionally, the requirement to purchase two drinks is understandable, but the high prices for watered-down drinks can be a letdown. Stick to beer and wine to avoid wasting your money. 

Finally, while the talent is the main attraction, don't expect to find amazing food at the venue. It's better to grab a bite at a great restaurant beforehand so you can focus on enjoying the show rather than being disappointed by a lackluster meal. Overall, the venue is great and the talent is worth the trip - just make sure to come prepared.",1,1,0,1
247,"I've been here twice now, and like the others you really only come to Improve Comedy Club for the show. Very reasonably priced for shows  though they have the two item minimum so would suggest they all be drinks.\n\nThe food leaves little to be desired. We decided for the sake of time to grab dinner at the venue since the show started at 7. Having a free appetizer coupon we ordered the spinach and artichoke dip along with the sauteed grilled chicken. Spinach and artichoke dip was good though cheesy rich along with cheese sprinkled on top of the chips. Sauteed grilled chicken - hmmm.... I think the chicken was frozen - definitely not fresh - and the guacamole was artificial with a glop of cheese. It looked like a mess with big ole pile of fries. A lot of food for $10. Service has always been pleasant though they do automatically tack on the tip for you at 18%.","I have visited the Improve Comedy Club twice and found that the highlight of the place is the show. Although the prices for shows are quite reasonable, there is a two item minimum requirement which should ideally be fulfilled with drinks.

The food, on the other hand, does not live up to the expectations. To save time, we decided to dine at the venue before the 7 pm show and used a free appetizer coupon to order spinach and artichoke dip and sauteed grilled chicken. While the dip was quite good with a cheesy and rich taste, it was topped with even more cheese on the chips. The sauteed grilled chicken dish was not fresh, and the guacamole tasted artificial with a lump of cheese. The dish arrived with a huge pile of fries and cost us just $10. Despite the food, the service is pleasant, although they automatically add an 18% tip.",1,1,0,1
248,"There's nothing like a Saturday night filled with some good laughs, a few chuckles and a couple of good guffaws thrown in for good measure.  That's exactly what we enjoyed on Saturday night!\n\nWe hit the comedy club for an evening of Tammy Pescatelli - the hubby and I have enjoyed her routine on TV and on the occasional DVE morning show..  She didn't fail to give us a good evening of laughs!  The big surprise, was Gene Collier - yep, of the Post-Gazette sports writer fame - as the opener.  What a great opening act!  He cracked wise about the perils of being 58 and a baby boomer.  We could relate!\n\nThe sightlines were lacking.  There was a rather large woman at the table in front of us with massive Pittsburgh BIG HAIR.  All night long my own head bobbed from side to side as I attempted to actually watch the show, and not just listen to it, as she reached repeatedly and unceasingly for her tableful of snacks.  \n\nWith a 2 drink minimum, my first drink was weak and the 2nd was quite strong!  All in all, the two balanced each other out.  But then, you don't go for the drinks, do you?  An enjoyable evening!","Saturday nights are the perfect time to enjoy some good comedy and have a few laughs. Last weekend, we went to a comedy club to see Tammy Pescatelli, whose routine we've enjoyed on TV and radio. She did not disappoint, and we had an evening filled with laughter. As a bonus, Gene Collier, a sports writer for the Post-Gazette, was the opening act, and he had us in stitches with his jokes about aging. The only downside was the obstructed view caused by a large woman with big hair sitting in front of us, munching on snacks all night. The drinks were decent, with the first being weak and the second being strong, but it didn't detract from the fun night overall.",1,1,0,1
249,"My friends & I all purchased Groupons  for the Pittsburgh Improv on or around March 22nd, 2012. At that time, only a few big name comedians were listed on the Improv's website as Special Events. You can use the Groupon on anything that isn't a Special Event. That seemd reasonable. The day the Groupons were purchased, my friend Katrina called & reserved two tickets to Jim Jeffries for 3/30 at 10pm. They allowed her to use her Groupon & gave her a confirmation code & everything! Shortly after, they changed many of the comedians on their website, including Jim Jeffries, to Special Events. When I called I was told I could not use my Groupon. The same thing happened to many of my friends. It's a classic bait & switch. These comedians were NOT Special Events until after the Groupon came out. In addition, other restrictions, such not being able to use the Groupons on Saturdays & having to use the additional four vouchers for one show, were NOT listed under the restrictions when the Groupon was for sale. \n\nSo tonight, my friends & I had pretty much resolved ourselves to the fact that we were not going to the Improv because they wouldn't allow us to use our Groupons. But I walked over to the Will Call window with my friend Katrina so she could at least get her tickets. Big surprise - she was told they didn't have her reservation or her name in their computers! They wouldn't give her the tickets. It's an absolute joke of a deal. How is everyone going to use their Groupons by Sept. if all of the shows are Special Events now? \n\nIn addition, no one at the Improv answers the phones or responds to emails. \n\nMy friends & I (about 10 of us total) are all getting refunds through Groupon and/or our credit card companies & we are all reporting the Improv to the Better Business Bureau, etc. \n\nThe Pittsburgh Improv is extremely shady & does not care about their customers.","A group of us bought Groupons for the Pittsburgh Improv back in March 2012. Initially, only a few famous comedians were listed as Special Events on their website. We thought it was fair that we could use the Groupon for anything other than these shows. However, the Improv changed their line-up after we bought our tickets, making many of the comedians Special Events. We were no longer able to use our Groupon as we had intended, and many other restrictions which had not been listed earlier were also in place. On the night of the show, my friend Katrina went to Will Call to pick up her tickets, but she was informed that they had no record of her reservation or ticket purchase. It's clear that the Pittsburgh Improv does not value their customers, and we have decided to get refunds and report them to the Better Business Bureau. It's a shame to see such shady business practices.",1,1,0,1
250,"The place does what it does best - Comedy.  The food, however.  Blah.\n\nFirst off, If you go to a show, please note there is a two item per person minimum.  This means that from their extensive menu of overpriced bar food and drinks, you are REQUIRED to choose two items each.    \n\nSecond, the sodas are NOT FREE REFILLS!  I learned that one the hard way.  Get water. \n\nThird, before tipping your server, please make sure she hasn't already taken her cut out.  Even after paying for two very bland, overpriced meals and way too many Diet Cokes, I thought that my bill was rather high.  Upon further inspection, I noticed that my server had taken an 18% gratuity.  The menu explicitly says that an automatic gratuity will be taken out for parties of six or more, but there was only two of us and we weren't even drunk.  I found this tactic awfully presumptuous and left her tip at the 18% even though I typically tip well over 20%.    \n\nOverall, I don't like the idea of being required to purchase food just to see a comedy show.  I can see why they do it, but if I were required to buy a crappy popcorn and overpriced pop every time I went to the movies, I would be far less inclined to go as I am not inclined to go to the Improv again.","Although the comedy at this place is top-notch, the food leaves a lot to be desired. Keep in mind that there is a two item minimum per person when attending a show, which includes a selection of pricey drinks and bar food. Be cautious of the fact that the sodas do not come with free refills, so water may be your best bet. Before tipping your server, double-check to ensure they haven't already included a gratuity in your bill, especially if you are not part of a larger group. While the mandatory food purchase may be understandable, it does detract from the overall experience, and I, for one, would prefer to attend a comedy show without being obligated to buy anything.",1,1,0,1
251,"The Pittsburgh Improv is unfortunately another great idea hamstrung by the details of mediocre execution (some specific examples at the end).\n\nThe setup is nice, a delightful--if a bit sterile--reproduction of what you'd think a comedy club should like if you watch enough TV.  The interior is clean; the seats are comfortable; and it's an OK atmosphere to see a show and laugh.\n\nIt's too small, however, to attract many of the best acts, which limits its ability to ever become the central hub for Pittsburgh comedy.  Most of the big names that have recently come through Pittsburgh--Jim Gaffigan, Louis CK, Second City--all perform elsewhere (though they managed to get Bob Saget, to their credit).\n\nBut the biggest problem is the food and drink.  They're very up front about their mandatory two item minimum, but the forced service requires that you spend extra money and get interrupted by waitstaff at least several times during the show.  The prices are well above what I'd consider reasonable given the quality, and I'd begrudgingly--or even happily--just shrug off the cost the same way I would a stadium concession stand markup...but the food is bad.  You're forced to either (a) buy extremely overpriced drinks (3.50 for a soda, for example, with no refills--or ten dollars for one with refills), or (b) buy moderately overpriced food which you wouldn't want in the first place.  I thought the ten dollar chicken sandwich looked reasonable, until a few bites in I decided I'd rather just throw away the money than keep eating it.\n\nStill, I think this place has a lot of potential; the core idea is very workable; and they do attract some really good comedians.  Two stars for now, with high hopes for improvements.\n\nA few specific drawbacks which could be VERY easily fixed:\n1 - A lot of the drinks didn't have prices on them.  I know this isn't uncommon, but at a venue where every question you ask interrupts not only your own show-viewing experience as well as the experiences of your neighbors, it's an incredibly poor decision here.  Make everything on the menu exceptionally clear.  It's not that hard.\n2 - Put the drink prices on the website too.  An Improv representative has personally responded to many of these Yelp reviews, and she once said \""Our menus and pricing are listed on our website, which makes for easy planning!\""  I'm calling shenanigans.  Not all the prices are on the website, which makes for difficult planning.\n3 - Reminding me to tip my server during the show AND adding an automatic gratuity to the check makes me feel like you're trying to trick me.  It's kind of an unprofessional way to say goodbye to one's customers.\n4 - Since the $3.50 soft drinks don't come with free refills, the servers shouldn't ask \""would you like a refill on that?\"" or anything of the sort.  They should ask \""would you like another one?\"" instead.  They should also respond to requests for refills by saying \""we don't offer refills, but I'd be happy to get you another one.\""  Just because there's a 10 dollar refillable soda option on the menu doesn't mean people all figure it out.  Most patrons don't even bother reading the beverage section of the menu if all they want is a standard beverage offered almost everywhere (like a cola or diet cola), and the reading difficulties imposed by the darkness make them even less likely to browse the offerings.","The Pittsburgh Improv has potential to be a great comedy club, but falls short due to a few specific issues. Although the interior is clean and comfortable, its small size limits the acts it can attract. Furthermore, the mandatory two-item minimum, with overpriced and low-quality food and drinks, is a major drawback. Despite these issues, there are ways to improve the experience. By clearly listing all prices and preventing disruptions during shows, the Improv could greatly enhance its customer experience. Additionally, removing automatic gratuity and improving beverage service would help to make customers feel valued. Although the Improv has potential, it currently only earns two stars.",0,1,0,1
